refArea,Existence of educational resources - exists,Type and size of educational resources - vocational institute,Observation URI,references,publisher,Existence of educational resources - does not exist,Nb of universities by type - Lebanese University branches,Public school coverage index (number of schools per citizen),Type and size of educational resources - public schools,Type and size of educational resources - universities,Town,Nb of universities by type - Private universities,dataset,Type and size of educational resources - private schools
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Fraudis+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Fraudis Ech-Chouf,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Froun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Froun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Furn+Ech-Chebbak,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,2,0,3,3,Furn Ech-Chebbak,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,5
http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ghabat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Ghabat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ghaboune,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2500,1,0,Ghaboune,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ghalboun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,378,1,0,Ghalboun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ghandouriyet+Bent+Jbeil,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Ghandouriyet Bent Jbeil,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Gharzouz,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Gharzouz,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ghassaniyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,5000,1,0,Ghassaniyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ghazayleh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Ghazayleh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ghazir,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Ghazir,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ghaziyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,17500,2,0,Ghaziyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,3
http://dbpedia.org/resource/Western_Beqaa_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ghazzeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3000,2,0,Ghazzeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/Matn_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ghbaet+Bolonya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Ghbaet Bolonya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/Keserwan_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ghbaleh+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Ghbaleh Kesrouane,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ghbatiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Ghbatiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ghidras,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Ghidras,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ghineh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Ghineh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
