refArea,Existence of educational resources - exists,Type and size of educational resources - vocational institute,Observation URI,references,publisher,Existence of educational resources - does not exist,Nb of universities by type - Lebanese University branches,Public school coverage index (number of schools per citizen),Type and size of educational resources - public schools,Type and size of educational resources - universities,Town,Nb of universities by type - Private universities,dataset,Type and size of educational resources - private schools
https://dbpedia.org/page/Beqaa_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Haouch+El+Qinnabeh+Rachaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Haouch El Qinnabeh Rachaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Western_Beqaa_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Haouch+El-Harime,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Haouch El-Harime,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Haouch+En-Nabi,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2500,1,0,Haouch En-Nabi,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Haouch+Er-Rafqa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3500,2,0,Haouch Er-Rafqa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/ZahlÃ©_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Haouch+Hala,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Haouch Hala,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Haouch+Snaid,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Haouch Snaid,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Haouch+Tall+Safiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2500,1,0,Haouch Tall Safiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Haouche+Barada,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Haouche Barada,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Haql+el+Aazimeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,871,1,0,Haql el Aazimeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Harabta,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,10000,1,0,Harabta,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Haret+Es-Sit,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Haret Es-Sit,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Haret+Fouar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Haret Fouar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,1,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Haret+Hreik,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,33333,3,2,Haret Hreik,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,14
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Haret+Jandal,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Haret Jandal,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Haret+Saida,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,25000,2,0,Haret Saida,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2
https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Harf,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Harf,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Harf+Es-Sayad,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Harf Es-Sayad,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Haris,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Haris,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Harouf,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,16198,1,0,Harouf,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,3
http://dbpedia.org/resource/Hasbaya_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hasbaiya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3070,4,0,Hasbaiya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,5
http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hasbaiya+El-Matn,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Hasbaiya El-Matn,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hasrayel,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Hasrayel,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Bsharri_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hasroun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,6600,1,0,Hasroun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hasrout,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Hasrout,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hayshe,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2100,2,0,Hayshe,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hayssa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,4000,2,0,Hayssa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Haytla,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1300,1,0,Haytla,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Haytoura,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Haytoura,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hayzouq,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3000,1,0,Hayzouq,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/ZahlÃ©_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hazerta,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Hazerta,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hazmiyah,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Hazmiyah,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hazmiyet-Miniyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Hazmiyet-Miniyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hdeine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Hdeine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Hasbaya_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hebbariyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,7305,1,0,Hebbariyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hedd,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Hedd,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Beqaa_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Helouet+Rachaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,650,1,0,Helouet Rachaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Henniyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Henniyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Batroun_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Heri,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1000,1,0,Heri,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Hermel_District,1,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hermel,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3818,11,0,Hermel,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,9
https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hidab,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Hidab,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hilan,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3500,1,0,Hilan,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Himlaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Himlaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hizzine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Hizzine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hjoula,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Hjoula,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hlaliyeh+,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1200,1,0,Hlaliyeh ,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hlaliyeh+Saida,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Hlaliyeh Saida,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hmaireh+Aakkar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1100,1,0,Hmaireh Aakkar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hmairi+Sour,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Hmairi Sour,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hocheb,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2250,1,0,Hocheb,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Homsiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Homsiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Houaich,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2500,2,0,Houaich,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/Marjeyoun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Houla,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Houla,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Houmine+El-Faouqa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,5200,1,0,Houmine El-Faouqa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Houmine+Et-Tahta,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,5600,1,0,Houmine Et-Tahta,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Howara,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,200,1,0,Howara,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hrajel,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Hrajel,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hrar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2750,2,0,Hrar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2
http://dbpedia.org/resource/Byblos_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hsarat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1780,1,0,Hsarat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hsayn,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Hsayn,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Hsoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,1,0,Hsoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Iaat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Iaat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/Marjeyoun_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ibl+Es-Saqi,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Ibl Es-Saqi,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Idbil,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3000,1,0,Idbil,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ighmid,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Ighmid,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ijbaa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Ijbaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ijdaabrine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Ijdaabrine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ilat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1300,1,0,Ilat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Insariyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3375,2,0,Insariyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Izal,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Izal,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jaaita,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Jaaita,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jadra,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,1,Jadra,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jahliyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Jahliyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jaj,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Jaj,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/Matn_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jall+Ed-Dib,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,1,33700,1,2,Jall Ed-Dib,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Janneh+Mar+Sarkis,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Janneh Mar Sarkis,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Batroun_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jarbata,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,200,1,0,Jarbata,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,4
https://dbpedia.org/page/Nabatieh_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jarjouaa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,4000,1,0,Jarjouaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jarmaq,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Jarmaq,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jbaa+En-Nabatiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,400,1,0,Jbaa En-Nabatiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jbaa+En-Nabatiyeh-Ein-Boswar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1131,3,0,Jbaa En-Nabatiyeh-Ein-Boswar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Jbal+El-Botm,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2500,1,0,Jbal El-Botm,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1
